card_name,oracle_tags
"Biting-Palm Ninja","ability-counter|activate-from-hand|activated-ability|bounce|cheat-into-play|cheat-mana|coercion|cost-ignorer|counter-fuel|counter-fuel-any|counter-fuel-keyword|counters-matter|discard-exile|discard-to-exile|discard-with-sets-mechanic|duress|evasion|free-casting|gains-menace|hand-disruption|keyword-counter|menace-counter|ninjutsu|reflexive-trigger|rescue|rescue-creature|saboteur|sneak|sneak-self|specter-ability|staple-with-sets-mechanic|synergy-attacker|thoughtseize"
"Blood Curdle","ability-counter|creature-removal|cycle|gives-evasion|gives-keyword-counter|gives-menace|keyword-counter|menace-counter|removal|removal-creature|removal-destroy|single-target-instant-sorcery|single-target-spell|spot-removal"
"Boot Nipper","ability-counter|cycle|cycle-iko-modal-creature|deathtouch-counter|flavors-of-vanilla|gains-deathtouch|gains-lifelink|keyword-counter|life-gain|lifegain|lifelink-counter|virtual-french-vanilla"
"Butch DeLoria, Tunnel Snake","ability-counter|activated-ability|attack-trigger|evasion|gives-evasion|gives-menace|keyword-counter|kindred|menace-counter|noncreature-tribal|noncreature-typal|synergy-attacker-self|tribal|tribal-coupling|tribal-rogue|tribal-snake|typal|typal-coupling|typal-creature|typal-rogue|typal-snake|type-change"
"Call a Surprise Witness","ability-counter|cmc-matters|converted-mana-cost-matters|flying-counter|gives-evasion|gives-flying|keyword-counter|mana-value-matters|reanimate|reanimate-creature|recursion|recursion-creature|resurrect|single-target-instant-sorcery|single-target-spell|type-change|zombify"
"Call of the Death-Dweller","ability-counter|alliteration|card-names|cmc-matters|converted-mana-cost-matters|cycle|cycle-iko-apex-spell|deathtouch-counter|gives-deathtouch|gives-evasion|gives-menace|keyword-counter|mana-value-matters|menace-counter|multiple-targets|naming-scheme|reanimate|reanimate-creature|recursion|recursion-creature|resurrect|single-target-instant-sorcery|single-target-spell|zombify"
"Champion of Dusan","ability-counter|activate-from-graveyard|activated-ability|exile-self|exiles-self|gives-1-1-counters|gives-pp-counters|gives-trample|graveyard-fuel-self|keyword-counter|renew|trample-counter"
"Champions of Tyr","ability-counter|attack-trigger|cast-trigger|cast-trigger-you|evasion|flavors-of-vanilla|flying-counter|gives-1-1-counters|gives-evasion|gives-flying|gives-lifelink|gives-pp-counters|keyword-counter|life-gain|lifegain|lifelink-counter|synergy-attacker-self|virtual-french-vanilla"
"Circus of the Sun","ability-counter|bounce|card-advantage|draw|draw-card|flying-counter|gives-evasion|gives-flying|keyword-counter|power-matters|pure-draw|repeatable-creature-tokens|repeatable-token-generator|rescue|rescue-creature|saboteur|synergy-flying|type-change"
"Common Black Removal","ability-counter|card-names|creature-removal|game-name|gives-evasion|gives-menace|keyword-counter|life-gain|lifegain|menace-counter|mill|mill-any|mill-opponent|mill-self|modal|naming-scheme|non-acorn-silver-border|potentially-black-border|refund|removal|removal-creature|removal-destroy|self-mill|single-target-instant-sorcery|single-target-spell|spot-removal"
"Crystalline Giant","ability-counter|deathtouch-counter|evasion|first-strike-counter|flying-counter|gains-deathtouch|gains-first-strike|gains-flying|gains-hexproof|gains-lifelink|gains-menace|gains-pp-counters|gains-reach|gains-trample|gains-vigilance|hexproof-counter|keyword-counter|keyword-soup|life-gain|lifegain|lifelink-counter|menace-counter|reach-counter|trample-counter|unique-type-line|vigilance-counter|virtual-legendary"
"Daring Fiendbonder","ability-counter|activate-from-graveyard|activated-ability|exile-self|exiles-self|forced-attacker|gives-indestructible|graveyard-fuel-self|indestructible-counter|keyword-counter|protects-creature|protects-permanent|renew"
"Denry Klin, Editor in Chief","ability-counter|alliance|counters-matter|creaturefall|cycle|cycle-ncc-ally-legendary|etb-other-creature|first-strike-counter|gains-first-strike|gains-pp-counters|gains-vigilance|intervening-if-clause|keyword-counter|sneaky-self-trigger|vigilance-counter"
"Drivnod, Carnage Dominus","ability-counter|activated-ability|alliteration|card-names|cycle|cycle-one-dominus|death-trigger|deathtrigger|gains-indestructible|graveyard-fuel|graveyard-fuel-creature|indestructible-counter|keyword-counter|leaves-battlefield-trigger|naming-scheme|phyrexian-mana|phyrexian-mana-ability|trigger-doubler|unique-p-t"
"Duskfang Mentor","ability-counter|activated-ability|cycle|cycle-iko-keyword-mentor|cycle-iko-mentor-uncommon|gives-1-1-counters|gives-keyword-counter|gives-lifelink|gives-pp-counters|keyword-counter|kindred|life-gain|lifegain|lifelink-counter|synergy-lifelink|tribal|tribal-non-human|typal|typal-creature|typal-non-human"
"Dust Animus","ability-counter|castable-from-exile|castable-from-nonhand|evasion|flavors-of-vanilla|gains-lifelink|gains-pp-counters|keyword-counter|lands-matter|life-gain|lifegain|lifelink-counter|synergy-land|unexile|virtual-french-vanilla"
"Eagle of Deliverance","ability-counter|card-advantage|draw|draw-card|evasion|flavors-of-vanilla|gives-indestructible|indestructible-counter|keyword-counter|power-matters|protects-creature|protects-permanent|pure-draw|virtual-french-vanilla"
"Elspeth Resplendent","ability-counter|acceleration|activated-ability|card-advantage|cheat-mana|cost-ignorer|damage-prevention-creature|damage-prevention-planeswalker|extra-land|first-strike-counter|flying-counter|free-casting|gives-1-1-counters|gives-evasion|gives-first-strike|gives-flying|gives-lifelink|gives-pp-counters|gives-vigilance|impulse|impulse-onto-battlefield|impulse-permanent|impulse-to-zone|keyword-counter|life-gain|lifegain|lifelink-counter|mana-ramp|ramp|repeatable-crime|shield-counter|sneak-from-library|vigilance-counter"
"Emissary of Soulfire","ability-counter|activated-ability|counter-fuel|counter-fuel-any|counter-fuel-energy|counters-matter|cycle|cycle-mh3-draft-signpost|cycle-mh3-u-draft-signpost|draft-signpost|energy-generator|exalted-counter|gives-exalted|keyword-counter"
"Evolved Sleeper","ability-counter|activated-ability|card-advantage|deathtouch-counter|draw|draw-card|gains-deathtouch|gains-pp-counters|indefinite-effect|keyword-counter|life-payment|mana-dump|mana-sink|permanent-effect|permanent-p-t-boost|pseudo-leveler|pure-draw|repeatable-draw|shapechange|type-change|untracked-indefinite-effect"
"Experimental Lab // Staff Room","ability-counter|cheaper-than-mv|face-down-face-up-effects|face-up-face-down-effects|gives-1-1-counters|gives-pp-counters|gives-trample|keyword-counter|mill|mill-self|saboteur|self-mill|slith-ability|trample-counter|turn-face-up"
"Farseeing Flockmate","ability-counter|alliteration|card-names|evasion|flying-counter|gives-evasion|gives-flying|keyword-counter|library-manipulation|mill|mill-self|naming-scheme|saboteur|self-mill|surveil|synergy-battle|top-deck-manipulation"
"Ferocious Tigorilla","ability-counter|cycle|cycle-iko-modal-creature|evasion|flavors-of-vanilla|gains-menace|gains-trample|keyword-counter|menace-counter|trample-counter|unique-type-line|virtual-french-vanilla"
"Flycatcher Giraffid","ability-counter|cycle|cycle-iko-modal-creature|flavors-of-vanilla|gains-reach|gains-vigilance|keyword-counter|reach-counter|unique-type-line|vigilance-counter|virtual-french-vanilla"
"Frillscare Mentor","ability-counter|activated-ability|cycle|cycle-iko-keyword-mentor|cycle-iko-mentor-uncommon|gives-1-1-counters|gives-evasion|gives-menace|gives-pp-counters|keyword-counter|kindred|menace-counter|synergy-menace|tribal|tribal-non-human|typal|typal-creature|typal-non-human"
"Fully Grown","ability-counter|combat-trick|cycle|enlarge|giant-growth|giant-growth-with-set-mechanic|giant-growth-with-sets-mechanic|gives-trample|keyword-counter|single-target-instant-sorcery|single-target-spell|staple-with-sets-mechanic|trample-counter"
"Ghost Vacuum","ability-counter|activated-ability|control-changing-effects|egg|flying-counter|gives-evasion|gives-flying|graveyard-hate|hate|hate-graveyard|keyword-counter|reanimate|reanimate-creature|reanimate-from-any|reanimate-from-opponent|recursion|recursion-creature|repeatable-crime|resurrect|sacrifice-self|shapechange|theft|type-change|zombify"
"Gift of the Viper","ability-counter|combat-trick|deathtouch-counter|gives-1-1-counters|gives-deathtouch|gives-pp-counters|gives-reach|keyword-counter|reach-counter|single-target-instant-sorcery|single-target-spell|untap-creature|untapper|untapper-creature"
"Gilraen, Dúnedain Protector","ability-counter|activated-ability|blink|blink-slow|delayed-triggered-ability|flicker|flicker-creature|flicker-slow|gives-lifelink|gives-vigilance|keyword-counter|life-gain|lifegain|lifelink-counter|protects-creature|protects-permanent|vigilance-counter"
"Grimdancer","ability-counter|deathtouch-counter|evasion|flavors-of-vanilla|gains-deathtouch|gains-lifelink|gains-menace|keyword-counter|life-gain|lifegain|lifelink-counter|menace-counter|virtual-french-vanilla"
"Grist, Voracious Larva // Grist, the Plague Swarm","ability-counter|activated-ability|alliance|artifact-removal|black-lord|blink|cards-in-graveyard-matter|color-change|copy|copy-creature|creaturefall|cycle|cycle-mh3-flip-walker|deathtouch-counter|disenchant|disenchant-naturalize|enchantment-removal|etb-other-creature|exile-self|exiles-self|flicker|flicker-dfc-transform|flicker-self|gives-deathtouch|intervening-if-clause|keyword-counter|lord-black|mill|mill-self|naturalize|reanimate-matters|removal|removal-artifact|removal-destroy|removal-enchantment|repeatable-creature-tokens|repeatable-removal|repeatable-token-generator|self-mill|shapechange|spot-removal|synergy-black|type-change"
"Guide of Souls","ability-counter|alliance|attack-trigger|counter-fuel|counter-fuel-any|counter-fuel-energy|counters-matter|creaturefall|energy-generator|etb-other-creature|flying-counter|gives-1-1-counters|gives-evasion|gives-flying|gives-pp-counters|keyword-counter|life-gain|lifegain|reflexive-trigger|soul-warden-ability|synergy-attacker|type-change"
"Heightened Reflexes","ability-counter|combat-trick|first-strike-counter|gives-first-strike|keyword-counter|single-target-instant-sorcery|single-target-spell"
"Helica Glider","ability-counter|cycle|cycle-iko-modal-creature|evasion|first-strike-counter|flavors-of-vanilla|flying-counter|gains-first-strike|gains-flying|keyword-counter|unique-type-line|virtual-french-vanilla"
"Hexavus","ability-counter|activated-ability|counter-fuel|counter-fuel-any|counter-fuel-other|counter-fuel-pp|counters-matter|evasion|flying-counter|gains-pp-counters|gives-evasion|gives-flying|keyword-counter|pp-counters-matter"
"Hornbash Mentor","ability-counter|activated-ability|cycle|cycle-iko-keyword-mentor|cycle-iko-mentor-uncommon|gives-1-1-counters|gives-pp-counters|gives-trample|keyword-counter|kindred|synergy-trample|trample-counter|tribal|tribal-non-human|typal|typal-creature|typal-non-human"
"Hunted Nightmare","ability-counter|deathtouch-counter|evasion|flavors-of-vanilla|gives-deathtouch|keyword-counter|virtual-french-vanilla"
"Illuminating Detective","ability-counter|cycle-da1-detective|evasion|flavors-of-vanilla|flying-counter|gains-flying|hate|hate-commander|keyword-counter|unique-type-line|virtual-french-vanilla|virtual-vanilla"
"Indominus Rex, Alpha","ability-counter|card-advantage|counters-matter|deathtouch-counter|discard-outlet|discard-outlet-creature|discardoutlet|double-strike-counter|draw|draw-card|evasion|first-strike-counter|flavors-of-vanilla|flying-counter|gains-deathtouch|gains-double-strike|gains-first-strike|gains-flying|gains-haste|gains-hexproof|gains-indestructible|gains-lifelink|gains-menace|gains-reach|gains-trample|gains-vigilance|haste-counter|hexproof-counter|indestructible-counter|keyword-counter|keyword-soup|life-gain|lifegain|lifelink-counter|menace-counter|pure-draw|reach-counter|synergy-deathtouch|synergy-double-strike|synergy-first-strike|synergy-flying|synergy-haste|synergy-hexproof|synergy-indestructible|synergy-lifelink|synergy-menace|synergy-reach|synergy-trample|synergy-vigilance|trample-counter|unique-mana-cost|vigilance-counter|virtual-vanilla"
"Inventive Wingsmith","ability-counter|evasion|flying-counter|gains-flying|intervening-if-clause|keyword-counter|paradox|synergy-exile-cast|synergy-graveyard-cast|synergy-library-cast|synergy-nonhand-cast"
"Invoke the Ancients","ability-counter|cycle|cycle-neo-invoke|keyword-counter|multiple-bodies|reach-counter|trample-counter|unique-token|vigilance-counter"
"Kappa Tech-Wrecker","ability-counter|activate-from-hand|activated-ability|artifact-removal|bounce|cheat-into-play|cheat-mana|cost-ignorer|counter-fuel|counter-fuel-any|counter-fuel-keyword|counters-matter|deathtouch-counter|disenchant|disenchant-naturalize|enchantment-removal|free-casting|gains-deathtouch|keyword-counter|naturalize|ninjutsu|reflexive-trigger|removal|removal-artifact|removal-enchantment|removal-exile|rescue|rescue-creature|saboteur|sneak|sneak-self|spot-removal|unique-type-line"
"Kathril, Aspect Warper","ability-counter|borrow-ability|cycle|cycle-c20-face-commander|deathtouch-counter|double-strike-counter|face-commander|faux-targeting|first-strike-counter|flavors-of-vanilla|flying-counter|gains-pp-counters|gives-deathtouch|gives-double-strike|gives-evasion|gives-first-strike|gives-flying|gives-hexproof|gives-indestructible|gives-lifelink|gives-menace|gives-reach|gives-trample|gives-vigilance|hexproof-counter|indestructible-counter|keyword-counter|keyword-soup|life-gain|lifegain|lifelink-counter|menace-counter|protects-creature|protects-permanent|reach-counter|share-ability|synergy-deathtouch|synergy-double-strike|synergy-first-strike|synergy-flying|synergy-hexproof|synergy-indestructible|synergy-lifelink|synergy-menace|synergy-reach|synergy-trample|synergy-vigilance|trample-counter|unique-type-line|vigilance-counter|virtual-vanilla"
"Keensight Mentor","ability-counter|activated-ability|cycle|cycle-iko-keyword-mentor|cycle-iko-mentor-uncommon|gives-1-1-counters|gives-pp-counters|gives-vigilance|keyword-counter|kindred|synergy-vigilance|tribal|tribal-non-human|typal|typal-creature|typal-non-human|vigilance-counter"
"Ketria","ability-counter|card-advantage|cheat-mana|consult|consult-onto-battlefield|cost-ignorer|free-casting|gives-evasion|gives-menace|gives-trample|gives-vigilance|keyword-counter|menace-counter|sneak-from-library|trample-counter|vigilance-counter"
"Kheru Goldkeeper","ability-counter|acceleration|activate-from-graveyard|activated-ability|evasion|exile-self|exiles-self|flying-counter|gives-1-1-counters|gives-evasion|gives-flying|gives-pp-counters|graveyard-fuel-self|keyword-counter|leaves-graveyard-trigger|mana-ramp|ramp|renew|repeatable-noncreature-tokens|repeatable-token-generator|repeatable-treasures"
"Klement, Life Acolyte","ability-counter|cast-trigger|cast-trigger-you|cycle|cycle-hbg-klement|flavors-of-vanilla|gives-lifelink|keyword-counter|life-gain|lifegain|lifelink-counter|virtual-french-vanilla"
"Luminous Broodmoth","ability-counter|cheat-death|creature-reanimation-automatic|death-trigger|deathtrigger|evasion|flying-counter|gives-evasion|gives-flying|keyword-counter|leaves-battlefield-trigger|protects-creature|protects-permanent|virtual-legendary"
"March Toward Perfection","ability-counter|card-advantage|cast-trigger|cast-trigger-you|deathtouch-counter|gives-1-1-counters|gives-deathtouch|gives-pp-counters|keyword-counter|kindred|tribal|tribal-phyrexian|typal|typal-creature|typal-phyrexian"
